V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Convexity-sum,Convexity-weightedAvg,Convexity-weightedStdDev,Risk-sum,Risk-weightedAvg,Risk-weightedStdDev,Authority-sum,Authority-weightedAvg,Authority-weightedStdDev,workerId,attn_check_num_mistakes,attn_check_percent_correct,attn_check_exclude,attn_check_img_num,attn_check_correct_response,Q9,Q47,Convexity_1,Convexity_2,Convexity_3,Convexity_4,Convexity_5,Convexity_6,Convexity_7,Convexity_8,Convexity_9,Convexity_10,Convexity_11,Risk_1,Risk_2,Risk_3,Risk_4,Risk_5,Authoritarianism_1,Authoritarianism_2,Authoritarianism_3,Authoritarianism_4,Authoritarianism_6,REI_1,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,REI_41,REI_42,REI_43,individualism_1,individualism_2,individualism_3,individualism_4,individualism_5,individualism_6,individualism_7,individualism_8,individualism_9,individualism_10,individualism_11,individualism_12,individualism_13,individualism_14,individualism_15,individualism_16,Q19,sex,age,race_1,race_2,race_3,race_4,race_10,race_11,race_12,edu,income,country,zip,neighborhood_current,neighborhood_growup,rel,pol_party,social_cons,econ_cons,survey_count,LocationLatitude,LocationLongitude,LocationAccuracy
R_2ALwbJauJ3Tv6FI,,Anonymous,,,71.194.123.244,0,7/6/20 21:30,7/6/20 21:41,1,-2,-0.2,1.475729575,1,0.2,0.447213595,1,0.2,0.447213595,A21Y7K669KM1PR,2,98.41269841,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thoroughly estimating introduced stimulated why but motionless! As departure at no propriety zealously dear rent if girl view?,0,0,0,2,-1,-1,0,-2,-3,-1,-2,0,0,0,1,0,1,1,0,0,1,2,0,1,1,1,1,2,2,-1,0,1,-1,0,-1,1,0,0,1,2,-1,-2,-1,2,-1,-1,1,-1,-1,-1,1,-1,0,1,2,1,1,2,-2,1,2,0,2,0,-3,2,-2,2,0,3,2,2,2,2,3,2,2,1,1,1,50,,,,1,,,,5,4,1,60103,2,2,5,-1,3,1,12000,41.97779846,-88.20179749,-1
R_2rNReMzMHnfBsFF,,Anonymous,,,45.4.196.194,0,7/6/20 21:29,7/6/20 21:41,1,6,0.6,2.221110833,2,0.4,0.547722558,4,0.8,0.447213595,A1U996AJSJJ59X,133,6.338028169,1,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,journey way,2,1,1,3,2,-1,1,-3,3,3,-2,0,1,1,0,0,1,0,1,1,1,1,1,2,1,2,1,0,3,3,0,2,3,1,1,2,1,2,2,1,3,2,2,2,0,2,3,1,3,3,1,2,2,0,1,1,2,3,2,2,3,2,1,2,3,2,3,3,2,2,2,2,1,3,1,1,3,3,1,1,30,,,,1,,,,6,8,1,10001,1,1,7,3,2,3,5,40.75030518,-74.00140381,-1
R_2xVPQA9HRhavk9T,,Anonymous,,,69.131.234.116,0,7/6/20 21:29,7/6/20 21:41,1,-3,-0.3,1.159501809,0,0,0,0,0,0,A306XHZ4SSZN23,2,97.97979798,0,9,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,1,All decisively dispatched instrument particular way one! Fruit defer in party me built under first?,-1,0,1,2,1,-1,0,0,-2,1,-2,0,1,0,1,0,0,1,0,0,1,-2,1,-2,-2,1,-2,-1,-2,1,1,1,1,0,1,-2,-1,1,-2,-2,1,1,1,-1,-1,-1,-2,-1,-1,-1,-1,0,1,-1,1,-2,1,-1,-2,1,0,0,1,1,2,-2,-3,1,-2,1,0,-1,1,-1,1,2,-1,3,1,0,47,,,,1,,,,2,2,1,81416,3,1,7,0,1,-1,200,38.8125,-107.7468033,-1
R_2EoTvfRxajInIFH,,Anonymous,,,191.101.212.51,0,7/6/20 21:33,7/6/20 21:42,1,7,0.7,1.418136492,2,0.4,0.547722558,4,0.8,0.447213595,A3JBHSGV3GXLJ7,79,20.2020202,1,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,Hastily her totally conduct may!Humoured how advanced miss elegance sir who.,2,-2,2,0,-1,0,2,-1,1,2,-2,0,1,1,1,1,1,0,1,1,1,1,1,-2,-1,3,0,-1,0,-1,-1,1,-2,-1,1,-1,1,1,1,-1,2,0,0,1,2,1,1,-2,1,-1,1,-1,1,1,1,0,-1,-1,1,2,-1,0,1,2,0,1,2,-1,1,0,-1,-1,0,-1,1,2,1,2,1,0,34,,,,1,,,,6,8,1,32060,1,1,7,3,2,2,1500,39.78450012,-104.9642029,-1
R_1Oqo8Nso2FpmXoP,,Anonymous,,,184.187.130.166,0,7/6/20 21:32,7/6/20 21:42,1,4,0.4,1.349897115,4,0.8,0.447213595,3,0.6,0.547722558,A2E0X56TAIMWDQ,13,88.79310345,1,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered, prosperous the our affronting day. Use shy seemed within twenty whised old few regret passed!",0,1,-1,-1,1,-1,1,-2,-2,-2,-2,1,0,1,0,0,1,1,1,1,1,2,0,1,1,2,3,3,1,3,-2,1,0,0,2,3,1,2,2,0,1,2,-2,1,-2,-1,2,1,-1,2,1,1,-1,2,3,3,2,2,2,1,2,0,1,0,2,1,2,1,3,3,2,1,1,2,1,1,2,2,1,1,47,,,,1,,,,5,8,1,71483,2,2,5,2,1,1,1000,29.69670105,-91.28119659,-1
R_a4WiVd68N8Lk4Ex,,Anonymous,,,74.70.170.251,0,7/6/20 21:35,7/6/20 21:42,1,4,0.4,1.505545305,2,0.4,0.547722558,4,0.8,0.447213595,A3I55L67X0MWC4,0,100,0,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,-1,-1,2,2,-1,1,-1,-2,-2,-2,0,1,1,0,0,1,0,1,0,0,1,-1,1,1,1,1,1,1,-1,0,1,0,-1,-1,1,0,-2,1,1,0,1,-1,1,2,0,-1,0,-2,-1,0,0,-1,1,2,-2,2,2,1,1,0,0,3,2,1,2,0,1,1,1,1,1,2,2,2,1,2,1,1,1,53,,,,1,,,,6,1,1,1247,3,2,5,0,-1,1,600,42.69549561,-73.08000183,-1
R_tRMbVCrmiwejU3f,,Anonymous,,,100.2.234.104,0,7/6/20 21:37,7/6/20 21:42,1,4,0.4,1.264911064,3,0.6,0.547722558,0,0,0,A1UTBDKOQ2MKUD,2,98.5915493,0,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way extensive and dejection get delivered deficient sincerity gentleman age! Calling offense six joy feeling merits and was talent enough far?,-2,-1,0,-2,0,-1,0,-2,-1,-1,-2,1,0,1,1,0,0,1,0,0,1,-2,2,0,-1,-1,-2,-1,-1,0,-1,-1,2,2,1,2,0,2,-2,-1,-1,0,2,-2,2,1,-2,-2,2,-2,-2,-1,3,-1,-2,-2,-1,-1,1,-2,-2,0,2,2,3,2,2,1,2,-1,-2,-2,1,-1,0,0,-2,3,1,0,29,,1,,,,,,5,10,1,11209,1,1,1,-1,-1,-2,20,40.62080383,-74.04260254,-1
R_2qwv5BFaBLK4dl7,,Anonymous,,,97.119.235.139,0,7/6/20 21:34,7/6/20 21:42,1,26,2.6,1.264911064,1,0.2,0.447213595,0,0,0,A15HF9M3EGMCWL,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,3,-3,3,-3,3,-3,3,-3,-1,-3,-2,0,1,1,1,0,0,1,0,0,1,3,-3,1,2,1,2,3,2,-2,0,2,-1,-1,-1,3,-3,-1,1,-1,-3,-1,-2,2,-3,-1,1,-1,-3,-1,3,1,-3,0,3,1,3,2,-3,2,3,0,1,-1,1,2,-2,-2,-2,3,3,2,1,3,3,3,2,3,1,0,39,,,,1,,,,5,7,1,68137,2,2,1,3,-3,-3,8000,41.21200562,-96.11009979,-1
R_2Qybu74LxmfF0ca,,Anonymous,,,24.106.188.138,0,7/6/20 21:33,7/6/20 21:42,1,14,1.4,1.505545305,2,0.4,0.547722558,1,0.2,0.447213595,A36KDWI1CGJFFA,0,100,0,13,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",0,-3,2,0,-1,-3,2,-3,0,-2,-2,0,0,1,1,0,0,1,0,0,0,-1,0,-2,-2,-2,-1,-3,-2,2,2,0,2,2,-1,-2,2,-2,0,-1,3,-3,-3,3,-3,-2,2,-2,-3,-3,1,0,-2,2,2,2,3,1,-3,2,2,0,2,2,3,1,-3,-3,-2,3,2,0,2,-1,1,-2,1,3,1,0,66,,,,1,,,,6,10,1,29205,1,3,4,3,-3,-2,35000,34.06509399,-81.02809906,-1
R_21unZt1VYx4lHbz,,Anonymous,,,73.154.201.25,0,7/6/20 21:30,7/6/20 21:42,1,6,0.6,1.95505044,2,0.4,0.547722558,2,0.4,0.547722558,A2SV9BPZP3WXZF,2,97.91666667,0,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife, how set lady half wish! Welcomed stronger if steepest an suitable finished of oh?",1,-3,1,2,-1,1,2,-3,-2,-2,-2,0,1,0,0,1,0,1,1,0,0,2,-3,2,2,2,1,3,3,-3,-2,3,-2,-2,-2,3,0,-2,-2,3,-2,-1,-2,2,-2,-2,1,-2,-1,-2,1,0,-2,3,2,0,2,1,2,1,0,0,3,3,3,2,2,1,-2,2,1,-2,1,2,2,1,1,2,1,1,54,,,,1,,,,5,7,1,15202,2,3,7,0,1,1,2500,40.54570007,-80.05079651,-1
R_VIjlvOrE0Bhhidr,,Anonymous,,,184.4.109.8,0,7/6/20 21:30,7/6/20 21:42,1,13,1.3,1.251665557,2,0.4,0.547722558,5,1,0,AHMHG8491PRQW,37,62.62626263,1,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children!  Humoured how advanced miss elegance sir who.",1,-2,2,1,2,-2,2,-2,-1,-2,-2,0,0,0,1,1,1,0,1,1,0,1,-1,2,1,0,2,2,1,0,-1,1,0,1,1,1,0,-1,0,1,1,2,2,-1,1,1,-1,2,1,-1,-1,2,-1,0,-1,2,1,1,-1,2,-1,0,3,2,1,1,-1,0,-2,2,0,1,2,1,2,1,1,1,1,1,60,,,,1,,,,5,6,1,27810,2,3,7,-3,3,3,2700,35.31440735,-78.61740112,-1
R_31KID8EwdzbVcmk,,Anonymous,,,75.132.208.76,0,7/6/20 21:36,7/6/20 21:42,1,14,1.4,0.966091783,2,0.4,0.547722558,1,0.2,0.447213595,A38DHLB88V8DL8,1,99.13043478,0,16,"Object remark lively all did feebly excuse our wooded! Sufficient loud, an insensible motionless if introduced yes!",1,"Object remark lively all did feebly excuse our wooded!  Sufficient loud, an insensible motionless if introduced yes!",2,-1,2,-2,2,-1,1,-2,-1,-2,-2,0,1,1,1,1,0,1,0,0,0,2,-1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,2,-1,2,1,2,2,1,0,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,45,,,,1,,,,5,4,1,62220,2,3,4,-2,1,1,10000,38.68310547,-89.98419952,-1
R_3hmEHwhAfImz3MR,,Anonymous,,,73.147.95.252,0,7/6/20 21:33,7/6/20 21:42,1,17,1.7,0.948683298,3,0.6,0.547722558,0,0,0,AVL8NX27320P,0,100,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,-2,1,0,2,-3,3,-2,1,-2,-2,1,0,1,1,0,0,1,0,0,1,0,-1,0,1,2,1,1,0,-1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,1,1,2,1,1,1,0,0,-2,1,2,3,1,0,1,1,0,59,,,,1,,,,5,9,1,22407,2,3,6,0,-1,1,100,38.16200256,-77.68540192,-1
R_25yXeo8nuIZ21Du,,Anonymous,,,66.177.19.190,0,7/6/20 21:31,7/6/20 21:42,1,4,0.4,1.173787791,3,0.6,0.547722558,0,0,0,AVKCPL8XMWX0J,0,100,0,17,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",1,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",-1,0,0,0,2,-3,0,0,0,0,-2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,0,2,0,2,1,1,0,1,0,-2,0,2,-1,0,1,0,-2,0,-2,0,0,-1,0,0,0,0,1,2,1,-3,2,2,0,3,3,2,2,0,2,-2,1,0,0,1,2,3,2,1,3,1,1,34,,,,,,,1,4,5,1,32246,1,1,1,0,-1,-1,200,30.2183075,-81.56210327,-1
R_RLbUdTTgvE14LoR,,Anonymous,,,108.249.16.197,0,7/6/20 21:32,7/6/20 21:42,1,-25,-2.5,1.269295518,0,0,0,3,0.6,0.547722558,A31U7VGTEOY2RG,2,98.27586207,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day! Use shy seemed within twenty wished old few regret passed?",-3,3,-3,3,-2,-1,-3,3,-3,3,-2,0,1,0,1,0,1,1,1,1,1,-2,-1,-1,0,-1,-2,1,-1,0,-1,0,2,2,1,-1,1,-1,-2,2,-1,-2,-2,1,-2,-2,1,-2,-2,-2,0,-1,-2,0,2,-1,2,2,-2,2,2,0,2,2,2,-2,-3,-2,1,3,3,-2,3,-1,2,-1,1,2,1,1,49,,,,1,,,,5,5,1,29016,3,2,7,-3,2,2,18000,34.19110107,-80.97579956,-1
R_1GQg8XIAKIpZcRK,,Anonymous,,,172.75.33.75,0,7/6/20 21:31,7/6/20 21:43,1,6,0.6,0.699205899,1,0.2,0.447213595,3,0.6,0.547722558,AQDRYJ6FNKW9D,1,99.18699187,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he!  Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,-2,0,0,1,-1,0,0,0,-1,-2,0,1,1,1,0,1,1,1,0,0,0,-1,-1,0,-1,0,1,1,0,0,0,1,1,1,-1,1,-1,-1,1,-1,0,-1,1,0,-1,0,-1,-1,0,1,0,-1,1,0,0,1,1,0,1,0,0,2,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,0,67,,,,1,,,,6,8,1,29485,2,2,6,-1,2,2,1100,33.02729797,-80.17680359,-1
R_3EybVAvJdVS4yP1,,Anonymous,,,192.200.158.197,0,7/6/20 21:30,7/6/20 21:43,1,12,1.2,2.898275349,5,1,0,3,0.6,0.547722558,A1XSA5YRSKYP07,4,96.82539683,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thorough estimating introduced stimulated why but motionless! As departure at no propriety zealously dear rent if girl view?,-3,-3,3,3,-3,-3,3,-3,3,-3,-2,1,0,1,0,1,0,0,1,1,1,2,-3,3,3,2,1,3,3,3,3,1,0,0,3,0,0,3,1,2,-1,-3,3,3,1,-1,3,-3,-3,3,3,3,-3,1,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,0,47,,,,1,,,,5,9,1,24701,1,1,7,-3,3,3,3560,33.44129944,-112.042099,-1
R_1LY8ngskRdJm4Xl,,Anonymous,,,162.221.247.254,0,7/6/20 21:33,7/6/20 21:43,1,11,1.1,1.728840331,1,0.2,0.447213595,0,0,0,AU954O2L5LLGJ,2,98.41269841,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thoroughly estimating introduced stimulated why but motionless! As departure at no propriety zealously dear rent if girl view?,2,-2,3,-1,1,-2,2,2,2,2,-2,0,0,0,1,0,0,1,0,0,1,1,-1,2,1,1,2,1,1,1,-2,2,-2,-1,-1,1,-2,-2,1,1,1,-3,-2,3,-1,-1,2,-2,2,-3,3,-1,-2,1,2,2,3,2,1,2,3,0,3,3,3,1,-2,1,1,1,2,2,3,1,2,1,2,2,1,1,25,,1,,,,,,5,4,1,96817,2,2,1,2,-2,-2,50,21.32659912,-157.8621063,-1
R_3qfI9hwnHKvotRZ,,Anonymous,,,76.209.127.240,0,7/6/20 21:32,7/6/20 21:43,1,-12,-1.2,0.788810638,1,0.2,0.447213595,0,0,0,A3NGERRLPQMDNI,0,100,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",-2,1,-2,0,-2,0,-1,1,-1,2,-2,0,0,0,1,0,0,1,0,0,1,1,-2,1,2,2,1,2,2,-1,-1,2,-2,-1,-2,0,-2,0,1,1,0,-1,0,2,-1,-2,2,-2,-1,-2,0,-2,0,0,0,2,1,2,-1,0,1,0,1,-1,1,1,-1,0,0,1,1,2,1,2,1,2,1,2,1,1,40,,,,1,,,,4,8,1,75228,1,3,2,1,-3,-1,5000,32.81790161,-96.63189697,-1
R_3m2wZESSCpqUWU3,,Anonymous,,,67.218.213.74,0,7/6/20 21:30,7/6/20 21:43,1,-20,-2,0.942809042,0,0,0,4,0.8,0.447213595,A19S4W3QLLQJ0T,0,100,0,2,Certainty say his him collected intention promotion! Views abode law heard jokes too!,1,Certainty say his him collected intention promotion! Views abode law heard jokes too!,0,1,-3,2,-3,2,-2,2,-3,2,-2,0,1,0,1,0,1,0,1,0,0,-2,2,-2,-2,-1,-2,-1,-1,0,2,0,1,2,2,-2,0,0,-1,-2,1,0,0,-1,-1,0,-1,1,0,-1,-2,2,-1,0,0,0,2,2,1,1,-1,0,3,3,1,0,-3,-3,-2,0,2,2,2,1,3,1,2,2,1,1,41,,,,1,,,,2,1,1,28753,3,3,7,-1,1,1,4300,35.85969543,-82.71050262,-1
R_3rNASvz5Og1EtVB,,Anonymous,,,12.181.78.50,0,7/6/20 21:29,7/6/20 21:43,1,24,2.4,1.0749677,4,0.8,0.447213595,3,0.6,0.547722558,A33UH0X5UT1QRH,2,97.59036145,0,4,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,1,Ask agreed answer rather joy nature admire wisdom! An fail up so shot leaf wise in?,3,-3,2,-1,3,-3,3,-3,0,-3,-2,1,0,1,1,1,1,1,1,0,0,2,-3,2,2,1,1,3,3,2,0,2,0,-1,2,2,2,1,0,2,2,0,-3,2,-2,0,3,2,0,2,-3,2,1,2,3,-1,0,1,1,1,1,0,0,-1,3,2,3,1,-2,0,-3,2,0,3,1,0,-1,0,1,1,28,,,,,,1,,2,7,1,91732,2,2,7,0,-1,1,"1,290",34.16070557,-118.2263947,-1
R_AtcB1ka34m1Jf7r,,Anonymous,,,73.4.173.0,0,7/6/20 21:31,7/6/20 21:43,1,6,0.6,0.843274043,1,0.2,0.447213595,0,0,0,A1MOXHDRAGG0K1,3,97.56097561,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We see piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,0,-1,0,-1,2,-1,0,-1,-1,-1,-2,0,1,0,1,1,0,1,0,0,1,-1,-1,0,-1,-2,-2,0,0,-1,1,-1,-1,1,0,1,0,0,1,-2,2,-1,1,1,2,-2,2,-2,1,-2,1,-2,1,0,2,2,2,1,-3,2,2,0,3,2,3,1,-3,-2,-2,0,2,2,2,1,3,-1,-1,3,1,1,63,,,,1,,,,5,4,1,1118,2,2,3,3,-3,-3,5458,42.09240723,-72.51699829,-1
R_1j7b6bAgiXpN6tz,,Anonymous,,,73.221.181.78,0,7/6/20 21:32,7/6/20 21:43,1,24,2.4,1.349897115,2,0.4,0.547722558,0,0,0,A2X9VV3B0FZKHY,0,100,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",3,-3,3,1,3,-3,3,-3,3,-1,-2,0,1,1,1,1,0,1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2,1,0,0,0,0,-1,-2,-3,-2,1,-2,-3,1,-3,-2,-2,0,-3,-2,1,1,1,2,2,-1,2,2,0,2,1,0,3,-3,-3,-3,-3,0,0,1,1,1,1,-1,3,1,0,67,,,,1,,,,4,3,1,98115,2,2,7,2,-2,-2,200,47.6631012,-122.3029022,-1
R_pGZnvrbZ2IZ6g0h,,Anonymous,,,174.253.129.212,0,7/6/20 21:31,7/6/20 21:43,1,-21,-2.1,1.286683938,0,0,0,0,0,0,A24GY3MMDG63PB,0,100,0,3,Her say projection age announcing decisively men. Contented direction september but end led excellent ourselves may!,1,Her say projection age announcing decisively men. Contented direction september but end led excellent ourselves may!,-3,3,-3,3,-2,0,-1,0,-3,3,-2,0,1,0,1,0,0,1,0,0,1,2,-2,0,1,0,1,1,2,-1,-2,2,-3,1,-2,0,-3,-3,0,-2,-3,1,-2,-2,-1,-2,-2,-1,-2,-3,-3,0,2,-2,0,-3,1,-2,2,3,1,0,2,1,2,1,-3,-1,1,-1,-1,-3,-1,1,1,-1,-2,2,1,0,35,,,,1,,,,5,4,1,28152,2,3,7,2,-1,-3,2600,36.167099,-86.78610229,-1
R_2wo5Z5i7pMaJTWB,,Anonymous,,,75.89.29.173,0,7/6/20 21:32,7/6/20 21:43,1,0,0,0.942809042,4,0.8,0.447213595,1,0.2,0.447213595,A3CXPP4EGCE973,119,-19,1,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Prepared is me desk likewise debating! Wonder an unable except better stairs do admire. His and eat secure called esteem praise. So moreover as speedily differed branched ignorant? Tall are her knew poor now does then.,0,-1,0,1,-2,-1,0,-1,0,0,-2,1,0,1,1,1,1,1,0,0,1,-1,1,-1,-1,0,-1,0,0,1,1,0,1,2,2,0,2,2,-1,-2,1,-2,-2,2,-1,-2,2,-2,-2,-2,2,-2,-2,0,1,1,2,2,-2,2,2,0,0,-2,1,1,-2,1,-2,0,3,1,1,0,2,1,0,2,1,0,35,,,,1,,,,2,1,1,32605,3,3,1,0,-1,-1,1546,29.83779907,-82.61289978,-1
R_27QhUMLvJDFTOkh,,Anonymous,,,67.149.129.29,0,7/6/20 21:29,7/6/20 21:43,1,-13,-1.3,1.418136492,3,0.6,0.547722558,2,0.4,0.547722558,A2AFX69TOCE65L,0,100,0,17,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",1,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",-2,2,-3,2,-2,-1,1,2,-2,0,-2,0,0,1,1,1,0,1,1,0,0,3,-3,2,3,3,2,2,3,-3,-3,3,-2,-2,-3,3,-3,-1,3,1,-3,-2,1,-1,1,1,-2,2,2,2,-3,1,2,-3,-2,-1,-1,1,1,2,2,0,3,3,2,2,-3,1,-2,3,2,3,1,-2,-1,-2,0,3,1,0,26,,1,,,,,,5,6,1,48083,1,1,5,0,-1,-1,1100,42.6013031,-83.1780014,-1
R_3mfSIzAuAT1PqJn,,Anonymous,,,172.56.44.209,0,7/6/20 21:39,7/6/20 21:43,1,-2,-0.2,1.398411798,3,0.6,0.547722558,1,0.2,0.447213595,A1LEKO0AKAJGD0,1,99.18699187,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vincinity contempt together in possible branched!,-1,-1,-2,-1,-2,0,-1,-1,-1,-2,-2,1,0,1,1,0,0,1,0,1,1,1,-1,-1,1,2,2,1,2,0,2,0,2,-2,2,-2,0,-1,1,2,-2,-1,-1,2,0,-2,2,-2,0,2,1,1,-2,1,-1,2,3,1,2,2,0,0,2,0,1,-1,0,3,1,0,0,1,3,0,0,2,0,1,1,0,26,,1,,,,,,5,7,1,96822,1,1,7,3,-3,-3,3600,21.35710144,-157.9257965,-1
R_10GdFrqCO0iRw1u,,Anonymous,,,104.11.61.83,0,7/6/20 21:30,7/6/20 21:44,1,13,1.3,1.059349905,3,0.6,0.547722558,0,0,0,A8KX1HFH8NE2Q,0,100,0,19,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",1,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",1,-1,2,0,2,-2,2,-2,-1,-2,-2,1,0,1,1,0,0,1,0,0,1,-1,0,-2,-1,1,-1,1,0,1,1,1,0,1,1,-1,1,-1,1,0,2,-3,-3,2,-3,-3,2,-2,-3,-3,2,-1,-2,2,3,0,3,2,-3,2,3,0,1,0,1,0,-2,-1,1,2,2,2,3,-2,2,-2,-1,2,1,0,53,,,,1,,,,6,10,1,94598,2,2,2,3,-2,-1,8750,37.95770264,-122.0756989,-1
R_1CcZVHDsY50bm0h,,Anonymous,,,98.182.170.76,0,7/6/20 21:32,7/6/20 21:44,1,15,1.5,2.121320344,2,0.4,0.547722558,0,0,0,A1YFVXP4A1CXSF,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties?",-3,-3,3,0,3,-3,0,-3,0,-3,-2,0,1,1,1,1,0,1,0,0,1,1,-3,0,0,1,1,0,1,-2,-2,2,1,-2,1,0,-2,-2,-2,1,-1,-2,-3,0,-2,-2,3,0,0,0,1,0,-3,3,1,1,0,0,3,1,1,0,3,2,3,3,0,0,-2,0,0,-1,0,1,-2,1,0,3,1,1,39,,,,1,,,,4,5,1,89169,1,1,7,1,-1,-1,14700,36.10079956,-115.1364975,-1
R_3rNeA7Uj1hacgJo,,Anonymous,,,99.101.100.7,0,7/6/20 21:31,7/6/20 21:44,1,-10,-1,0.471404521,2,0.4,0.547722558,0,0,0,A166A2M31CW2C7,0,100,0,11,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",1,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",-2,1,-1,1,-1,1,-1,1,0,1,-2,1,0,0,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,1,1,0,0,-1,1,0,0,0,1,0,-1,0,0,1,1,0,31,,,,1,,,,2,5,1,38118,1,2,1,0,-2,-2,200,35.04899597,-89.95189667,-1
R_1pL7At9Wn5hpQeD,,Anonymous,,,104.180.12.247,0,7/6/20 21:29,7/6/20 21:44,1,-19,-1.9,1.595131482,2,0.4,0.547722558,0,0,0,AIOOOO5OXWXKM,0,100,0,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,-3,3,1,3,0,0,-2,3,-3,3,-2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-2,0,0,-1,0,2,0,0,0,-1,-3,0,-3,-2,0,-3,-3,1,-3,3,-3,0,0,-3,3,3,0,3,3,-3,3,0,0,3,1,2,-2,-3,3,-3,0,3,1,0,2,0,-2,0,3,1,0,30,,,,,,1,,4,6,1,90038,1,1,1,3,-3,-3,25000,34.10569763,-118.328598,-1
